subject,condition,gameName,levels_won,steps,score
B1CoeQFU-,no_score,gvgai_boulderdash,0,89,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,76,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,96,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,0,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,0,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,0,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,9,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,24,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,55,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,14,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,0,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,28,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,36,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,84,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,21,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,1,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,13,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,18,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,31,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,38,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,6,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,28,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,25,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,45,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,8,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,36,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,5,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,5,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,10,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,0,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,20,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,5,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,9,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,19,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,38,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,37,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,61,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,90,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,106,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,129,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,134,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,140,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,10,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,29,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,16,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,3,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,46,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,79,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,68,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,71,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,94,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,96,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,98,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,152,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,144,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,25,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,0,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,43,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,67,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,55,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,86,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,110,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,107,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,118,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,126,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,141,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,148,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,127,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,141,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,146,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,171,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,159,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,159,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,155,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,1,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,1,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,1,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,1,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,0,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,1,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,1,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,1,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,3,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,0,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,3,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,0,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,25,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,1,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,16,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,30,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,6,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,0,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,0,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,0,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,0,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,0,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,0,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,0,0
B1CoeQFU-,no_score,gvgai_boulderdash,0,0,0
B1CoeQFU-,no_score,gvgai_sokoban,0,1,0
B1CoeQFU-,no_score,gvgai_sokoban,0,7,0
B1CoeQFU-,no_score,gvgai_sokoban,0,11,0
B1CoeQFU-,no_score,gvgai_sokoban,0,35,0
B1CoeQFU-,no_score,gvgai_sokoban,0,62,0
B1CoeQFU-,no_score,gvgai_sokoban,0,82,1
B1CoeQFU-,no_score,gvgai_sokoban,0,108,1
B1CoeQFU-,no_score,gvgai_sokoban,0,0,0
B1CoeQFU-,no_score,gvgai_sokoban,0,99,1
B1CoeQFU-,no_score,gvgai_sokoban,0,15,0
B1CoeQFU-,no_score,gvgai_sokoban,0,28,0
B1CoeQFU-,no_score,gvgai_sokoban,0,53,0
B1CoeQFU-,no_score,gvgai_sokoban,0,67,1
B1CoeQFU-,no_score,gvgai_sokoban,0,73,1
B1CoeQFU-,no_score,gvgai_sokoban,0,22,0
B1CoeQFU-,no_score,gvgai_sokoban,0,40,0
B1CoeQFU-,no_score,gvgai_sokoban,0,2,0
B1CoeQFU-,no_score,gvgai_sokoban,0,47,0
B1CoeQFU-,no_score,gvgai_sokoban,0,122,1
B1CoeQFU-,no_score,gvgai_sokoban,0,122,1
B1CoeQFU-,no_score,gvgai_sokoban,0,122,1
B1CoeQFU-,no_score,gvgai_sokoban,0,4,0
B1CoeQFU-,no_score,gvgai_sokoban,0,0,0
B1CoeQFU-,no_score,gvgai_sokoban,0,12,1
B1CoeQFU-,no_score,gvgai_sokoban,1,13,2
B1CoeQFU-,no_score,gvgai_sokoban,2,29,3
B1CoeQFU-,no_score,gvgai_sokoban,2,9,0
B1CoeQFU-,no_score,gvgai_sokoban,2,15,1
B1CoeQFU-,no_score,gvgai_sokoban,2,1,0
B1CoeQFU-,no_score,gvgai_sokoban,2,27,2
B1CoeQFU-,no_score,gvgai_sokoban,2,0,0
B1CoeQFU-,no_score,gvgai_sokoban,2,22,1
B1CoeQFU-,no_score,gvgai_sokoban,2,1,0
B1CoeQFU-,no_score,gvgai_sokoban,2,7,0
B1CoeQFU-,no_score,gvgai_sokoban,2,1,0
B1CoeQFU-,no_score,gvgai_sokoban,2,2,0
B1CoeQFU-,no_score,gvgai_sokoban,2,0,0
B1CoeQFU-,no_score,gvgai_sokoban,2,1,0
B1CoeQFU-,no_score,gvgai_sokoban,2,13,1
B1CoeQFU-,no_score,gvgai_sokoban,2,20,1
B1CoeQFU-,no_score,gvgai_sokoban,2,32,1
B1CoeQFU-,no_score,gvgai_sokoban,2,39,2
B1CoeQFU-,no_score,gvgai_sokoban,2,48,2
B1CoeQFU-,no_score,gvgai_sokoban,2,54,2
B1CoeQFU-,no_score,gvgai_sokoban,2,61,3
B1CoeQFU-,no_score,gvgai_sokoban,2,71,3
B1CoeQFU-,no_score,gvgai_sokoban,2,77,3
B1CoeQFU-,no_score,gvgai_sokoban,2,86,3
B1CoeQFU-,no_score,gvgai_sokoban,3,87,4
B1CoeQFU-,no_score,gvgai_sokoban,3,12,0
B1CoeQFU-,no_score,gvgai_sokoban,3,55,2
B1CoeQFU-,no_score,gvgai_sokoban,4,61,3
B1CoeQFU-,no_score,gvgai_sokoban,4,1,0
B1CoeQFU-,no_score,gvgai_sokoban,4,2,0
B1CoeQFU-,no_score,gvgai_sokoban,4,3,0
B1CoeQFU-,no_score,gvgai_sokoban,4,5,0
B1CoeQFU-,no_score,gvgai_sokoban,4,46,1
B1CoeQFU-,no_score,gvgai_sokoban,4,0,0
B1CoeQFU-,no_score,gvgai_sokoban,4,28,1
B1CoeQFU-,no_score,gvgai_sokoban,4,10,0
B1CoeQFU-,no_score,gvgai_sokoban,4,23,0
B1CoeQFU-,no_score,gvgai_sokoban,4,3,0
B1CoeQFU-,no_score,gvgai_sokoban,4,15,0
B1CoeQFU-,no_score,gvgai_sokoban,4,30,1
B1CoeQFU-,no_score,gvgai_sokoban,4,38,1
B1CoeQFU-,no_score,gvgai_sokoban,4,13,1
B1CoeQFU-,no_score,gvgai_sokoban,4,27,2
B1CoeQFU-,no_score,gvgai_sokoban,4,37,2
B1CoeQFU-,no_score,gvgai_sokoban,4,4,0
B1CoeQFU-,no_score,gvgai_sokoban,5,37,3
B1CoeQFU-,no_score,gvgai_sokoban,5,9,0
B1CoeQFU-,no_score,gvgai_sokoban,5,20,1
B1CoeQFU-,no_score,gvgai_aliens,0,22,0
B1CoeQFU-,no_score,gvgai_aliens,0,8,0
B1CoeQFU-,no_score,gvgai_aliens,0,19,0
B1CoeQFU-,no_score,gvgai_aliens,0,26,0
B1CoeQFU-,no_score,gvgai_aliens,0,1,0
B1CoeQFU-,no_score,gvgai_aliens,0,4,0
B1CoeQFU-,no_score,gvgai_aliens,0,14,0
B1CoeQFU-,no_score,gvgai_aliens,0,16,0
B1CoeQFU-,no_score,gvgai_aliens,1,27,1
B1CoeQFU-,no_score,gvgai_aliens,1,24,0
B1CoeQFU-,no_score,gvgai_aliens,1,23,0
B1CoeQFU-,no_score,gvgai_aliens,2,25,1
B1CoeQFU-,no_score,gvgai_aliens,2,4,0
B1CoeQFU-,no_score,gvgai_aliens,2,17,0
B1CoeQFU-,no_score,gvgai_aliens,2,22,0
B1CoeQFU-,no_score,gvgai_aliens,2,24,0
B1CoeQFU-,no_score,gvgai_aliens,2,6,0
B1CoeQFU-,no_score,gvgai_aliens,2,14,0
B1CoeQFU-,no_score,gvgai_aliens,2,20,0
B1CoeQFU-,no_score,gvgai_aliens,2,9,0
B1CoeQFU-,no_score,gvgai_aliens,2,12,0
B1CoeQFU-,no_score,gvgai_aliens,2,19,0
B1CoeQFU-,no_score,gvgai_aliens,3,35,1
B1CoeQFU-,no_score,gvgai_aliens,3,15,0
B1CoeQFU-,no_score,gvgai_aliens,3,18,0
B1CoeQFU-,no_score,gvgai_aliens,3,27,0
B1CoeQFU-,no_score,gvgai_aliens,3,8,0
B1CoeQFU-,no_score,gvgai_aliens,3,21,0
B1CoeQFU-,no_score,gvgai_aliens,3,24,0
B1CoeQFU-,no_score,gvgai_aliens,3,30,0
B1CoeQFU-,no_score,gvgai_aliens,3,33,0
B1CoeQFU-,no_score,gvgai_aliens,3,11,0
B1CoeQFU-,no_score,gvgai_aliens,3,33,0
B1CoeQFU-,no_score,gvgai_aliens,3,20,0
B1CoeQFU-,no_score,gvgai_aliens,3,17,0
B1CoeQFU-,no_score,gvgai_aliens,3,29,0
B1CoeQFU-,no_score,gvgai_aliens,4,37,1
B1CoeQFU-,no_score,gvgai_aliens,4,35,0
B1CoeQFU-,no_score,gvgai_aliens,4,25,0
B1CoeQFU-,no_score,gvgai_aliens,4,22,0
B1CoeQFU-,no_score,gvgai_aliens,4,46,0
B1CoeQFU-,no_score,gvgai_aliens,4,53,0
B1CoeQFU-,no_score,gvgai_aliens,4,45,0
B1CoeQFU-,no_score,gvgai_aliens,4,9,0
B1CoeQFU-,no_score,gvgai_aliens,4,38,0
B1CoeQFU-,no_score,gvgai_aliens,4,50,0
B1CoeQFU-,no_score,gvgai_aliens,4,55,0
B1CoeQFU-,no_score,gvgai_aliens,4,34,0
B1CoeQFU-,no_score,gvgai_aliens,5,55,1
B1CoeQFU-,no_score,gvgai_aliens,5,41,0
B1CoeQFU-,no_score,gvgai_aliens,5,43,0
B1CoeQFU-,no_score,gvgai_aliens,5,53,0
B1CoeQFU-,no_score,gvgai_portals,0,10,0
B1CoeQFU-,no_score,gvgai_portals,0,1,0
B1CoeQFU-,no_score,gvgai_portals,0,14,0
B1CoeQFU-,no_score,gvgai_portals,0,18,0
B1CoeQFU-,no_score,gvgai_portals,0,5,0
B1CoeQFU-,no_score,gvgai_portals,0,15,0
B1CoeQFU-,no_score,gvgai_portals,0,26,0
B1CoeQFU-,no_score,gvgai_portals,0,2,0
B1CoeQFU-,no_score,gvgai_portals,0,8,0
B1CoeQFU-,no_score,gvgai_portals,0,33,0
B1CoeQFU-,no_score,gvgai_portals,0,6,0
B1CoeQFU-,no_score,gvgai_portals,0,19,0
B1CoeQFU-,no_score,gvgai_portals,0,37,0
B1CoeQFU-,no_score,gvgai_portals,1,38,1
B1CoeQFU-,no_score,gvgai_portals,1,2,0
B1CoeQFU-,no_score,gvgai_portals,1,12,0
B1CoeQFU-,no_score,gvgai_portals,1,14,0
B1CoeQFU-,no_score,gvgai_portals,1,0,0
B1CoeQFU-,no_score,gvgai_portals,1,0,0
B1CoeQFU-,no_score,gvgai_portals,1,9,0
B1CoeQFU-,no_score,gvgai_portals,1,14,0
B1CoeQFU-,no_score,gvgai_portals,1,14,0
B1CoeQFU-,no_score,gvgai_portals,1,14,0
B1CoeQFU-,no_score,gvgai_portals,1,14,0
B1CoeQFU-,no_score,gvgai_portals,1,14,0
B1CoeQFU-,no_score,gvgai_portals,1,14,0
B1CoeQFU-,no_score,gvgai_portals,1,14,0
B1CoeQFU-,no_score,gvgai_portals,1,15,0
B1CoeQFU-,no_score,gvgai_portals,1,15,0
B1CoeQFU-,no_score,gvgai_portals,1,2,0
B1CoeQFU-,no_score,gvgai_portals,1,8,0
B1CoeQFU-,no_score,gvgai_portals,1,3,0
B1CoeQFU-,no_score,gvgai_portals,1,4,0
B1CoeQFU-,no_score,gvgai_portals,1,4,0
B1CoeQFU-,no_score,gvgai_portals,1,11,0
B1CoeQFU-,no_score,gvgai_portals,2,14,1
B1CoeQFU-,no_score,gvgai_portals,2,0,0
B1CoeQFU-,no_score,gvgai_portals,2,10,0
B1CoeQFU-,no_score,gvgai_portals,2,10,0
B1CoeQFU-,no_score,gvgai_portals,2,10,0
B1CoeQFU-,no_score,gvgai_portals,2,10,0
B1CoeQFU-,no_score,gvgai_portals,2,13,0
B1CoeQFU-,no_score,gvgai_portals,2,20,0
B1CoeQFU-,no_score,gvgai_portals,2,20,0
B1CoeQFU-,no_score,gvgai_portals,2,10,0
B1CoeQFU-,no_score,gvgai_portals,2,10,0
B1CoeQFU-,no_score,gvgai_portals,2,10,0
B1CoeQFU-,no_score,gvgai_portals,2,7,0
B1CoeQFU-,no_score,gvgai_portals,2,10,0
B1CoeQFU-,no_score,gvgai_portals,2,10,0
B1CoeQFU-,no_score,gvgai_portals,3,22,1
B1CoeQFU-,no_score,gvgai_portals,3,2,0
B1CoeQFU-,no_score,gvgai_portals,3,10,0
B1CoeQFU-,no_score,gvgai_portals,3,10,0
B1CoeQFU-,no_score,gvgai_portals,3,10,0
B1CoeQFU-,no_score,gvgai_portals,3,10,0
B1CoeQFU-,no_score,gvgai_portals,3,10,0
B1CoeQFU-,no_score,gvgai_portals,3,10,0
B1CoeQFU-,no_score,gvgai_portals,3,10,0
B1CoeQFU-,no_score,gvgai_portals,3,19,0
B1CoeQFU-,no_score,gvgai_portals,3,0,0
B1CoeQFU-,no_score,gvgai_portals,3,5,0
B1CoeQFU-,no_score,gvgai_portals,3,4,0
B1CoeQFU-,no_score,gvgai_portals,3,38,0
B1CoeQFU-,no_score,gvgai_portals,3,10,0
B1CoeQFU-,no_score,gvgai_portals,3,13,0
B1CoeQFU-,no_score,gvgai_portals,3,25,0
B1CoeQFU-,no_score,gvgai_portals,3,35,0
B1CoeQFU-,no_score,gvgai_portals,3,52,0
B1CoeQFU-,no_score,gvgai_portals,3,47,0
B1CoeQFU-,no_score,gvgai_portals,3,53,0
B1CoeQFU-,no_score,gvgai_portals,3,0,0
B1CoeQFU-,no_score,gvgai_portals,3,0,0
B1CoeQFU-,no_score,gvgai_portals,3,0,0
B1CoeQFU-,no_score,gvgai_portals,3,7,0
B1CoeQFU-,no_score,gvgai_portals,3,0,0
B1CoeQFU-,no_score,gvgai_portals,3,8,0
B1CoeQFU-,no_score,gvgai_portals,3,3,0
B1CoeQFU-,no_score,gvgai_portals,3,18,0
B1CoeQFU-,no_score,gvgai_portals,3,14,0
B1CoeQFU-,no_score,gvgai_portals,3,26,0
B1CoeQFU-,no_score,gvgai_portals,3,11,0
B1CoeQFU-,no_score,gvgai_portals,3,6,0
B1CoeQFU-,no_score,gvgai_portals,3,25,0
B1CoeQFU-,no_score,gvgai_portals,3,6,0
B1CoeQFU-,no_score,gvgai_portals,3,0,0
B1CoeQFU-,no_score,gvgai_portals,3,1,0
B1CoeQFU-,no_score,gvgai_portals,3,1,0
B1CoeQFU-,no_score,gvgai_portals,3,8,0
B1CoeQFU-,no_score,gvgai_portals,4,15,1
B1CoeQFU-,no_score,gvgai_portals,4,6,0
B1CoeQFU-,no_score,gvgai_portals,4,10,0
B1CoeQFU-,no_score,gvgai_portals,4,2,0
B1CoeQFU-,no_score,gvgai_portals,4,19,0
B1CoeQFU-,no_score,gvgai_portals,4,23,0
B1CoeQFU-,no_score,gvgai_portals,4,25,0
B1CoeQFU-,no_score,gvgai_portals,4,26,0
B1CoeQFU-,no_score,gvgai_portals,4,19,0
B1CoeQFU-,no_score,gvgai_portals,4,23,0
B1CoeQFU-,no_score,gvgai_portals,4,11,0
B1CoeQFU-,no_score,gvgai_portals,4,15,0
B1CoeQFU-,no_score,gvgai_portals,4,24,0
B1CoeQFU-,no_score,gvgai_portals,4,4,0
B1edC6N9b,no_score,gvgai_boulderdash,0,0,0
B1edC6N9b,no_score,gvgai_boulderdash,0,1,0
B1edC6N9b,no_score,gvgai_boulderdash,0,1,0
B1edC6N9b,no_score,gvgai_boulderdash,0,1,0
B1zh9HtUW,no_score,gvgai_sokoban,0,1,0
B1zh9HtUW,no_score,gvgai_sokoban,0,3,0
B1zh9HtUW,no_score,gvgai_sokoban,0,3,0
B1zh9HtUW,no_score,gvgai_sokoban,0,6,0
B1zh9HtUW,no_score,gvgai_sokoban,0,9,0
B1zh9HtUW,no_score,gvgai_sokoban,0,15,0
B1zh9HtUW,no_score,gvgai_sokoban,0,18,0
B1zh9HtUW,no_score,gvgai_sokoban,0,19,0
B1zh9HtUW,no_score,gvgai_sokoban,0,19,0
B1zh9HtUW,no_score,gvgai_sokoban,0,19,0
B1zh9HtUW,no_score,gvgai_sokoban,0,19,0
B1zh9HtUW,no_score,gvgai_sokoban,0,19,0
B1zh9HtUW,no_score,gvgai_sokoban,0,23,0
B1zh9HtUW,no_score,gvgai_sokoban,0,28,0
B1zh9HtUW,no_score,gvgai_sokoban,0,81,0
B1zh9HtUW,no_score,gvgai_sokoban,0,97,1
B1zh9HtUW,no_score,gvgai_sokoban,1,105,2
B1zh9HtUW,no_score,gvgai_sokoban,1,31,0
B1zh9HtUW,no_score,gvgai_sokoban,1,41,0
B1zh9HtUW,no_score,gvgai_sokoban,1,64,0
B1zh9HtUW,no_score,gvgai_sokoban,1,103,1
B1zh9HtUW,no_score,gvgai_sokoban,1,35,0
B1zh9HtUW,no_score,gvgai_sokoban,1,47,0
B1zh9HtUW,no_score,gvgai_sokoban,1,54,0
B1zh9HtUW,no_score,gvgai_sokoban,1,74,0
B1zh9HtUW,no_score,gvgai_sokoban,1,86,0
B1zh9HtUW,no_score,gvgai_sokoban,1,88,1
B1zh9HtUW,no_score,gvgai_sokoban,1,91,1
B1zh9HtUW,no_score,gvgai_sokoban,1,2,0
B1zh9HtUW,no_score,gvgai_sokoban,1,31,1
B1zh9HtUW,no_score,gvgai_sokoban,1,20,0
B1zh9HtUW,no_score,gvgai_sokoban,1,76,1
B1zh9HtUW,no_score,gvgai_sokoban,1,57,1
B1zh9HtUW,no_score,gvgai_sokoban,1,26,1
B1zh9HtUW,no_score,gvgai_sokoban,1,8,0
B1zh9HtUW,no_score,gvgai_sokoban,1,38,1
B1zh9HtUW,no_score,gvgai_sokoban,1,44,1
B1zh9HtUW,no_score,gvgai_sokoban,1,42,1
B1zh9HtUW,no_score,gvgai_sokoban,1,50,1
B1zh9HtUW,no_score,gvgai_sokoban,1,76,1
B1zh9HtUW,no_score,gvgai_sokoban,1,76,1
B1zh9HtUW,no_score,gvgai_sokoban,1,14,0
B1zh9HtUW,no_score,gvgai_sokoban,1,63,1
B1zh9HtUW,no_score,gvgai_sokoban,1,76,1
B1zh9HtUW,no_score,gvgai_sokoban,1,69,1
B1zh9HtUW,no_score,gvgai_sokoban,1,76,1
B1zh9HtUW,no_score,gvgai_sokoban,1,6,0
B1zh9HtUW,no_score,gvgai_sokoban,1,14,1
B1zh9HtUW,no_score,gvgai_sokoban,1,18,1
B1zh9HtUW,no_score,gvgai_sokoban,1,22,1
B1zh9HtUW,no_score,gvgai_sokoban,1,29,2
B1zh9HtUW,no_score,gvgai_sokoban,1,2,0
B1zh9HtUW,no_score,gvgai_sokoban,1,10,0
B1zh9HtUW,no_score,gvgai_sokoban,1,31,2
B1zh9HtUW,no_score,gvgai_sokoban,1,33,2
B1zh9HtUW,no_score,gvgai_sokoban,1,19,1
B1zh9HtUW,no_score,gvgai_sokoban,1,24,2
B1zh9HtUW,no_score,gvgai_sokoban,1,26,2
B1zh9HtUW,no_score,gvgai_sokoban,1,38,2
B1zh9HtUW,no_score,gvgai_sokoban,1,32,2
B1zh9HtUW,no_score,gvgai_sokoban,1,41,2
B1zh9HtUW,no_score,gvgai_sokoban,1,46,2
B1zh9HtUW,no_score,gvgai_sokoban,2,55,3
